POID,Date,TruckID,PartName,Quantity,UnitCost,TotalCost
PO00443,2/24/2024,2510,Fuel Filter,1,18.51,18.51
PO00444,2/24/2024,2510,Transmission Fluid,3,54.95,164.85
PO00445,2/24/2024,2510,Transmission Fluid,3,56.55,169.65
PO00446,2/2/2024,2510,Coolant,4,30.74,122.96
PO00447,2/2/2024,2510,Fuel Filter,1,23.84,23.84
PO00448,2/10/2024,2510,Turbocharger,4,1176.52,4706.08
PO00449,2/10/2024,2510,Fuse,3,8.88,26.64
PO00450,2/18/2024,2510,Coolant,1,40.87,40.87
PO00451,2/18/2024,2510,Belt,2,41.15,82.3
PO00452,2/18/2024,2510,Air Hose,3,25.7,77.1
PO00453,2/16/2024,2510,Suspension Kit,4,305.04,1220.16
PO00454,2/5/2024,2510,Engine Oil,3,79.35,238.05
PO00455,2/5/2024,2510,Headlight,2,46.16,92.32
PO00456,2/5/2024,2510,Oil Filter,1,8.72,8.72
PO00457,2/15/2024,2510,Turbocharger,2,1428.91,2857.82
PO00458,2/15/2024,2510,Headlight,4,49.14,196.56
PO00459,2/17/2024,2510,Turbocharger,3,1354.74,4064.22
PO00460,2/17/2024,2510,Fuse,4,4.82,19.28
PO00461,2/17/2024,2510,Belt,4,44.03,176.12
PO00462,2/10/2024,2511,Transmission Fluid,3,41.2,123.6
PO00463,2/10/2024,2511,Headlight,4,77.84,311.36
PO00464,2/10/2024,2511,EGR Valve,3,294.31,882.93
PO00465,2/9/2024,2511,Engine Oil,4,54.62,218.48
PO00466,2/9/2024,2511,Oil Filter,2,14.36,28.72
PO00467,2/9/2024,2511,Tire,3,465.37,1396.11
PO00468,2/5/2024,2511,Transmission Fluid,3,51.66,154.98
PO00469,2/20/2024,2511,Belt,2,26.22,52.44
PO00470,2/25/2024,2512,Turbocharger,2,1379.4,2758.8
PO00471,2/25/2024,2512,Engine Oil,3,39.86,119.58
PO00472,2/25/2024,2512,Oil Filter,1,6.33,6.33
PO00473,2/10/2024,2512,Oil Filter,2,5.43,10.86
PO00474,2/10/2024,2512,Fuel Filter,3,24.39,73.17
PO00475,2/10/2024,2512,Transmission Fluid,3,37.47,112.41
PO00476,2/6/2024,2512,Oil Filter,1,6.69,6.69
PO00477,2/6/2024,2512,Transmission Fluid,2,30.99,61.98
PO00478,2/6/2024,2512,Air Hose,3,24.31,72.93
PO00479,2/1/2024,2512,Engine Oil,1,72.59,72.59
PO00480,2/26/2024,2513,Oil Filter,1,14.15,14.15
PO00481,2/1/2024,2513,Suspension Kit,1,221.06,221.06
PO00482,2/1/2024,2513,Headlight,1,56.42,56.42
PO00483,2/1/2024,2513,Fuel Filter,2,17.11,34.22
PO00484,2/9/2024,2513,Belt,4,20.45,81.8
PO00485,2/9/2024,2513,Fuse,1,6.19,6.19
PO00486,2/19/2024,2513,Tire,2,369.35,738.7
PO00487,2/11/2024,2513,Turbocharger,2,1128.37,2256.74
PO00488,2/11/2024,2513,EGR Valve,1,202.16,202.16
PO00489,2/1/2024,2513,Air Filter,2,13.44,26.88
PO00490,2/1/2024,2514,Oil Filter,4,11.54,46.16
PO00491,2/3/2024,2514,Brake Pads,2,125.86,251.72
PO00492,2/21/2024,2514,Suspension Kit,3,268.42,805.26
PO00493,2/21/2024,2514,Tire,2,343.01,686.02
PO00494,2/4/2024,2514,Fuel Filter,2,13.62,27.24
PO00495,2/4/2024,2514,Air Hose,1,18.37,18.37
PO00496,2/4/2024,2514,Brake Pads,1,123.39,123.39
PO00497,2/27/2024,2514,Headlight,2,45.12,90.24
PO00498,2/28/2024,2515,Belt,3,49.31,147.93
PO00499,2/20/2024,2515,Suspension Kit,1,375.85,375.85
PO00500,2/10/2024,2515,Fuel Filter,1,25.37,25.37
PO00501,2/10/2024,2515,Engine Oil,2,48.77,97.54
PO00502,2/10/2024,2515,Oil Filter,2,12.87,25.74
PO00503,2/7/2024,2515,Oil Filter,3,14.84,44.52
PO00504,2/20/2024,2515,Belt,3,25.97,77.91
PO00505,2/20/2024,2515,Coolant,2,46.27,92.54
PO00506,2/28/2024,2515,Coolant,3,23.31,69.93
PO00507,2/10/2024,2515,Oil Filter,3,13.07,39.21
PO00508,2/10/2024,2515,Suspension Kit,1,260.5,260.5
PO00509,2/24/2024,2516,Brake Pads,4,97.17,388.68
PO00510,2/4/2024,2516,Fuse,4,4.75,19
PO00511,2/4/2024,2516,Fuel Filter,3,29.65,88.95
PO00512,2/12/2024,2516,Transmission Fluid,1,30.62,30.62
PO00513,2/12/2024,2516,Suspension Kit,2,230.21,460.42
PO00514,2/15/2024,2516,Brake Pads,2,74.77,149.54
PO00515,2/15/2024,2516,Engine Oil,3,51.69,155.07
PO00516,2/15/2024,2516,Tire,1,570.6,570.6
PO00517,2/13/2024,2516,Headlight,4,78.07,312.28
PO00518,2/13/2024,2516,Transmission Fluid,1,25.88,25.88
PO00519,2/13/2024,2516,Coolant,3,40.33,120.99
PO00520,2/21/2024,2516,Oil Filter,3,10.37,31.11
PO00521,2/21/2024,2516,Air Hose,1,26.8,26.8
PO00522,2/7/2024,2517,Headlight,1,69,69
PO00523,2/7/2024,2517,Air Hose,3,24.64,73.92
PO00524,2/7/2024,2517,Suspension Kit,4,347.96,1391.84
PO00525,2/9/2024,2517,Air Filter,3,15.86,47.58
PO00526,2/9/2024,2517,Engine Oil,2,66.53,133.06
PO00527,2/17/2024,2517,Turbocharger,4,1273.05,5092.2
PO00528,2/8/2024,2517,Coolant,4,29.24,116.96
PO00529,2/8/2024,2517,Headlight,2,81.19,162.38
PO00530,2/3/2024,2517,Brake Pads,3,76.89,230.67
PO00531,2/3/2024,2517,Fuse,4,7.61,30.44
PO00532,2/4/2024,2517,Coolant,1,43.6,43.6
PO00533,2/4/2024,2517,Turbocharger,1,1020.88,1020.88
PO00534,2/3/2024,2518,Fuse,3,6.7,20.1
PO00535,2/3/2024,2518,Suspension Kit,3,242.59,727.77
PO00536,2/3/2024,2518,Tire,4,472.64,1890.56
PO00537,2/5/2024,2518,Fuel Filter,4,24.77,99.08
PO00538,2/16/2024,2518,Air Filter,4,17.41,69.64
PO00539,2/23/2024,2518,Headlight,2,69.31,138.62
PO00540,2/23/2024,2518,Coolant,4,32.69,130.76
PO00541,2/9/2024,2518,Engine Oil,2,57.19,114.38
PO00542,2/23/2024,2519,Brake Pads,4,142.1,568.4
PO00543,2/23/2024,2519,EGR Valve,4,187.36,749.44
PO00544,2/23/2024,2519,Engine Oil,4,43.28,173.12
PO00545,2/20/2024,2519,Tire,3,406.83,1220.49
PO00546,2/20/2024,2519,Air Hose,4,27.13,108.52
PO00547,2/3/2024,2519,Brake Pads,4,128.39,513.56
PO00548,2/3/2024,2519,Transmission Fluid,3,39.77,119.31
PO00549,2/3/2024,2519,Air Hose,2,32.89,65.78
PO00550,2/2/2024,2519,Fuel Filter,3,27.25,81.75
PO00551,2/2/2024,2519,Brake Pads,4,70.52,282.08
PO00552,2/14/2024,2519,Air Filter,4,20.02,80.08
PO00553,2/14/2024,2519,Transmission Fluid,1,45.42,45.42
PO00554,2/15/2024,2520,Turbocharger,2,975.76,1951.52
PO00555,2/15/2024,2520,Fuse,4,8.9,35.6
PO00556,2/15/2024,2520,Fuel Filter,4,21.25,85
PO00557,2/13/2024,2520,EGR Valve,3,189.8,569.4
PO00558,2/13/2024,2520,Air Filter,3,23.01,69.03
PO00559,2/11/2024,2520,Suspension Kit,2,308.6,617.2
PO00560,2/19/2024,2520,Turbocharger,1,1365.12,1365.12
PO00561,2/24/2024,2520,Tire,2,506.78,1013.56
PO00562,2/4/2024,2520,Coolant,3,34.15,102.45
PO00563,2/20/2024,2520,Fuel Filter,2,25.07,50.14
PO00564,2/20/2024,2520,Engine Oil,1,60.89,60.89
PO00565,2/3/2024,2520,EGR Valve,1,208.94,208.94
PO00566,2/22/2024,2520,Oil Filter,2,7.26,14.52
PO00567,2/22/2024,2520,Fuse,3,2.61,7.83
PO00568,2/22/2024,2520,Coolant,2,32,64
PO00569,3/8/2024,2501,Tire,3,457.85,1373.55
PO00570,3/22/2024,2501,Fuse,2,7.36,14.72
PO00571,3/22/2024,2501,Suspension Kit,2,221.93,443.86
PO00572,3/22/2024,2501,Air Hose,1,29.92,29.92
PO00573,3/2/2024,2501,Fuse,4,9.18,36.72
PO00574,3/19/2024,2501,EGR Valve,3,253.26,759.78
PO00575,3/19/2024,2501,Transmission Fluid,1,49.85,49.85
PO00576,3/1/2024,2501,Air Hose,1,25.17,25.17
PO00577,3/1/2024,2501,Fuse,3,4.06,12.18
PO00578,3/7/2024,2501,Belt,3,25.08,75.24
PO00579,3/7/2024,2501,Headlight,4,64.12,256.48
PO00580,3/26/2024,2501,Fuel Filter,2,10.21,20.42
PO00581,3/26/2024,2501,Air Filter,2,11.32,22.64
PO00582,3/26/2024,2501,Headlight,3,65.54,196.62
PO00583,3/8/2024,2501,Air Hose,4,30.92,123.68
PO00584,3/8/2024,2501,Air Filter,4,10.26,41.04
PO00585,3/8/2024,2501,Fuse,3,3.54,10.62
PO00586,3/21/2024,2501,Suspension Kit,4,371.56,1486.24
PO00587,3/21/2024,2501,Air Filter,1,14.25,14.25
PO00588,3/21/2024,2501,Air Hose,2,28.49,56.98
PO00589,3/13/2024,2501,Oil Filter,4,13.3,53.2
PO00590,3/13/2024,2501,Brake Pads,3,92.31,276.93
PO00591,3/17/2024,2502,Belt,4,20.52,82.08
PO00592,3/17/2024,2502,Suspension Kit,1,283.19,283.19
PO00593,3/17/2024,2502,Headlight,2,63.68,127.36
PO00594,3/16/2024,2502,Headlight,1,77.89,77.89
PO00595,3/16/2024,2502,Engine Oil,1,78.34,78.34
PO00596,3/16/2024,2502,Suspension Kit,2,356.6,713.2
PO00597,3/4/2024,2502,Engine Oil,2,60.83,121.66
PO00598,3/4/2024,2502,Headlight,4,79.76,319.04
PO00599,3/4/2024,2502,Fuse,2,2,4
PO00600,3/26/2024,2502,Coolant,1,48.08,48.08
PO00601,3/26/2024,2502,EGR Valve,3,206.29,618.87
PO00602,3/26/2024,2502,Suspension Kit,3,289.83,869.49
PO00603,3/6/2024,2502,Headlight,3,52.08,156.24
PO00604,3/6/2024,2502,Air Filter,4,23.51,94.04
PO00605,3/7/2024,2502,Brake Pads,2,93.43,186.86
PO00606,3/7/2024,2502,Air Filter,2,11.02,22.04
PO00607,3/19/2024,2502,Air Hose,4,34.57,138.28
PO00608,3/22/2024,2502,Air Hose,2,30.97,61.94
PO00609,3/22/2024,2502,Coolant,1,37.59,37.59
PO00610,3/25/2024,2503,Oil Filter,3,7.73,23.19
PO00611,3/16/2024,2503,Tire,2,500.9,1001.8
PO00612,3/16/2024,2503,Turbocharger,2,1442.73,2885.46
PO00613,3/16/2024,2503,Oil Filter,4,14.79,59.16
PO00614,3/7/2024,2503,Coolant,1,45.85,45.85
PO00615,3/7/2024,2503,Air Filter,2,13.21,26.42
PO00616,3/18/2024,2503,Tire,3,365.34,1096.02
PO00617,3/18/2024,2503,Belt,3,46.67,140.01
PO00618,3/18/2024,2503,Headlight,4,86.12,344.48
PO00619,3/6/2024,2503,Air Filter,4,22.13,88.52
PO00620,3/6/2024,2503,Brake Pads,3,78.59,235.77
PO00621,3/6/2024,2503,Tire,3,409.52,1228.56
PO00622,3/14/2024,2503,Fuel Filter,1,18.73,18.73
PO00623,3/21/2024,2503,Fuel Filter,4,18.01,72.04
PO00624,3/21/2024,2503,Air Hose,2,23.89,47.78
PO00625,3/21/2024,2503,Tire,2,537.35,1074.7
PO00626,3/7/2024,2504,Engine Oil,3,33.35,100.05
PO00627,3/28/2024,2504,Engine Oil,3,47.04,141.12
PO00628,3/16/2024,2504,Belt,2,45.99,91.98
PO00629,3/16/2024,2504,Coolant,1,26.84,26.84
PO00630,3/21/2024,2504,Brake Pads,3,112.99,338.97
PO00631,3/18/2024,2504,Engine Oil,2,57.33,114.66
PO00632,3/21/2024,2504,Brake Pads,1,83.04,83.04
PO00633,3/21/2024,2504,Headlight,2,57.16,114.32
PO00634,3/21/2024,2504,Coolant,3,36.21,108.63
PO00635,3/17/2024,2504,Turbocharger,2,1420.24,2840.48
PO00636,3/9/2024,2504,Belt,2,35.84,71.68
PO00637,3/23/2024,2505,Air Hose,4,20.73,82.92
PO00638,3/23/2024,2505,Oil Filter,2,12.1,24.2
PO00639,3/11/2024,2505,Transmission Fluid,4,45.87,183.48
PO00640,3/11/2024,2505,Belt,2,40.92,81.84
PO00641,3/11/2024,2505,Air Hose,2,16.21,32.42
PO00642,3/6/2024,2505,Fuse,1,5.42,5.42
PO00643,3/6/2024,2505,Tire,4,541.42,2165.68
PO00644,3/6/2024,2505,Belt,1,28.86,28.86
PO00645,3/25/2024,2505,Air Hose,3,23.05,69.15
PO00646,3/22/2024,2505,Belt,4,43.84,175.36
PO00647,3/22/2024,2505,Engine Oil,3,42.61,127.83
PO00648,3/22/2024,2505,Transmission Fluid,1,38.94,38.94
PO00649,3/3/2024,2505,Air Hose,3,16.64,49.92
PO00650,3/20/2024,2505,Suspension Kit,3,318.83,956.49
PO00651,3/20/2024,2505,Tire,1,313.27,313.27
PO00652,3/8/2024,2505,Tire,1,461.43,461.43
PO00653,3/8/2024,2505,Brake Pads,3,120.26,360.78
PO00654,3/9/2024,2505,Turbocharger,2,1413.36,2826.72
PO00655,3/9/2024,2505,Headlight,4,64.92,259.68
PO00656,3/24/2024,2505,Suspension Kit,2,280.98,561.96
PO00657,3/6/2024,2505,Headlight,1,51.85,51.85
PO00658,3/6/2024,2505,Coolant,4,45.11,180.44
PO00659,3/6/2024,2505,EGR Valve,3,259.37,778.11
PO00660,3/19/2024,2506,EGR Valve,4,154.83,619.32
PO00661,3/19/2024,2506,Turbocharger,2,1123.56,2247.12
PO00662,3/19/2024,2506,Suspension Kit,2,323.27,646.54
PO00663,3/9/2024,2506,Transmission Fluid,4,32.04,128.16
PO00664,3/9/2024,2506,Tire,3,301.09,903.27
PO00665,3/9/2024,2506,EGR Valve,2,297.87,595.74
PO00666,3/16/2024,2506,Coolant,4,22.5,90
PO00667,3/16/2024,2506,Tire,3,476.03,1428.09
PO00668,3/16/2024,2506,Air Filter,4,22.79,91.16
PO00669,3/2/2024,2506,Tire,3,332.76,998.28
PO00670,3/2/2024,2506,Transmission Fluid,3,44.24,132.72
PO00671,3/2/2024,2506,EGR Valve,1,184.91,184.91
PO00672,3/8/2024,2506,Fuse,3,5.21,15.63
PO00673,3/8/2024,2506,Brake Pads,2,73.26,146.52
PO00674,3/8/2024,2506,Headlight,3,43.56,130.68
PO00675,3/28/2024,2506,EGR Valve,2,225.94,451.88
PO00676,3/28/2024,2506,Belt,3,37.13,111.39
PO00677,3/28/2024,2506,Suspension Kit,1,350.21,350.21
PO00678,3/19/2024,2506,Headlight,4,59.21,236.84
PO00679,3/19/2024,2506,Transmission Fluid,2,30.36,60.72
PO00680,3/19/2024,2506,Fuse,4,7.32,29.28
PO00681,3/13/2024,2506,Coolant,1,33.62,33.62
PO00682,3/13/2024,2506,Fuel Filter,2,17.42,34.84
PO00683,3/13/2024,2506,Air Filter,3,10.72,32.16
PO00684,3/6/2024,2506,Oil Filter,3,8.92,26.76
PO00685,3/3/2024,2506,EGR Valve,1,173.58,173.58
PO00686,3/3/2024,2506,Coolant,3,38.44,115.32
PO00687,3/3/2024,2506,Headlight,2,84.02,168.04
PO00688,3/3/2024,2507,Turbocharger,4,1472.31,5889.24
PO00689,3/3/2024,2507,Engine Oil,4,74.29,297.16
PO00690,3/3/2024,2507,EGR Valve,3,237.43,712.29
PO00691,3/19/2024,2507,EGR Valve,4,160.28,641.12
PO00692,3/9/2024,2507,Brake Pads,2,99.81,199.62
PO00693,3/9/2024,2507,Air Filter,1,11.91,11.91
PO00694,3/3/2024,2507,Air Filter,1,18.84,18.84
PO00695,3/25/2024,2507,Headlight,1,55,55
PO00696,3/25/2024,2507,Coolant,1,20.72,20.72
PO00697,3/26/2024,2507,Coolant,2,21.42,42.84
PO00698,3/26/2024,2507,Engine Oil,3,46.29,138.87
PO00699,3/26/2024,2507,Turbocharger,2,1120.88,2241.76
PO00700,3/21/2024,2508,Belt,1,31.45,31.45
PO00701,3/21/2024,2508,Brake Pads,1,68.05,68.05
PO00702,3/3/2024,2508,Engine Oil,4,51.38,205.52
PO00703,3/23/2024,2508,Coolant,4,24.33,97.32
PO00704,3/23/2024,2508,Brake Pads,1,74.37,74.37
PO00705,3/23/2024,2508,Headlight,2,86.65,173.3
PO00706,3/27/2024,2508,Suspension Kit,3,247.62,742.86
PO00707,3/24/2024,2508,Air Hose,3,18.37,55.11
PO00708,3/24/2024,2508,Headlight,1,41.57,41.57
PO00709,3/1/2024,2508,Oil Filter,2,10.46,20.92
PO00710,3/9/2024,2509,Fuel Filter,2,14.23,28.46
PO00711,3/9/2024,2509,Turbocharger,4,1176.44,4705.76
PO00712,3/16/2024,2509,Headlight,3,51.89,155.67
PO00713,3/14/2024,2509,Fuel Filter,3,27.85,83.55
PO00714,3/14/2024,2509,Brake Pads,1,124.51,124.51
PO00715,3/3/2024,2509,Oil Filter,3,10.73,32.19
PO00716,3/3/2024,2509,Suspension Kit,3,378.06,1134.18
PO00717,3/3/2024,2509,Air Hose,3,37.62,112.86
PO00718,3/3/2024,2509,Headlight,3,56.76,170.28
PO00719,3/15/2024,2509,Suspension Kit,4,201.53,806.12
PO00720,3/15/2024,2509,Brake Pads,3,100.53,301.59
PO00721,3/19/2024,2509,Engine Oil,4,78.61,314.44
PO00722,3/19/2024,2509,Suspension Kit,2,316.89,633.78
PO00723,3/25/2024,2510,Oil Filter,3,12.64,37.92
PO00724,3/25/2024,2510,Belt,2,43.91,87.82
PO00725,3/25/2024,2510,Engine Oil,1,61.24,61.24
PO00726,3/22/2024,2510,Transmission Fluid,2,40.24,80.48
PO00727,3/27/2024,2510,Belt,4,30.54,122.16
PO00728,3/19/2024,2510,Fuse,1,8.05,8.05
PO00729,3/19/2024,2510,Engine Oil,1,37.18,37.18
PO00730,3/19/2024,2510,Belt,2,46.13,92.26
PO00731,3/8/2024,2510,EGR Valve,3,246.82,740.46
PO00732,3/1/2024,2510,Transmission Fluid,2,33.05,66.1
PO00733,3/1/2024,2510,Turbocharger,4,1258.84,5035.36
PO00734,3/1/2024,2510,Suspension Kit,4,365.08,1460.32
PO00735,3/11/2024,2510,Suspension Kit,4,245.33,981.32
PO00736,3/24/2024,2511,EGR Valve,2,180.86,361.72
PO00737,3/24/2024,2511,Transmission Fluid,3,49,147
PO00738,3/24/2024,2511,Coolant,3,39.23,117.69
PO00739,3/11/2024,2511,Fuel Filter,1,17.09,17.09
PO00740,3/8/2024,2511,Air Hose,2,25.82,51.64
PO00741,3/8/2024,2511,Oil Filter,2,6.98,13.96
PO00742,3/12/2024,2511,Oil Filter,4,10.39,41.56
PO00743,3/12/2024,2511,Headlight,1,72.67,72.67
PO00744,3/5/2024,2511,Brake Pads,4,53.51,214.04
PO00745,3/23/2024,2511,Suspension Kit,2,386.38,772.76
PO00746,3/23/2024,2511,EGR Valve,1,251.5,251.5
PO00747,3/1/2024,2512,Turbocharger,4,1455.51,5822.04
PO00748,3/1/2024,2512,Air Hose,3,20.77,62.31
PO00749,3/9/2024,2512,Oil Filter,1,13.05,13.05
PO00750,3/9/2024,2512,Transmission Fluid,1,46.61,46.61
PO00751,3/19/2024,2512,Transmission Fluid,3,46.29,138.87
PO00752,3/27/2024,2512,Turbocharger,1,1011.94,1011.94
PO00753,3/27/2024,2512,Oil Filter,1,12.85,12.85
PO00754,3/2/2024,2512,Transmission Fluid,2,25.5,51
PO00755,3/2/2024,2512,Turbocharger,1,861.22,861.22
PO00756,3/4/2024,2513,Suspension Kit,4,375.16,1500.64
PO00757,3/4/2024,2513,Coolant,2,31.45,62.9
PO00758,3/4/2024,2513,Engine Oil,4,58.34,233.36
PO00759,3/28/2024,2513,Oil Filter,3,13.08,39.24
PO00760,3/28/2024,2513,Tire,1,475.92,475.92
PO00761,3/28/2024,2513,Fuse,4,7.17,28.68
PO00762,3/9/2024,2513,Brake Pads,1,59.73,59.73
PO00763,3/25/2024,2513,Turbocharger,2,879.04,1758.08
PO00764,3/20/2024,2513,Engine Oil,3,54.78,164.34
PO00765,3/20/2024,2513,Air Filter,3,18.92,56.76
PO00766,3/20/2024,2513,Air Hose,4,34.92,139.68
PO00767,3/15/2024,2513,Engine Oil,3,61.85,185.55
PO00768,3/15/2024,2513,Turbocharger,1,1448.32,1448.32
PO00769,3/15/2024,2513,Oil Filter,1,11.47,11.47
PO00770,3/5/2024,2513,Transmission Fluid,1,25.56,25.56
PO00771,3/5/2024,2513,Turbocharger,1,809.42,809.42
PO00772,3/4/2024,2514,Transmission Fluid,3,53.88,161.64
PO00773,3/3/2024,2514,Fuse,4,8.05,32.2
PO00774,3/3/2024,2514,Suspension Kit,2,389.02,778.04
PO00775,3/23/2024,2514,Brake Pads,3,102.33,306.99
PO00776,3/27/2024,2514,EGR Valve,1,168.42,168.42
PO00777,3/27/2024,2514,Brake Pads,4,95.92,383.68
PO00778,3/4/2024,2514,Oil Filter,1,14,14
PO00779,3/21/2024,2514,Fuel Filter,3,28.99,86.97
PO00780,3/21/2024,2514,Air Hose,1,21.13,21.13
PO00781,3/21/2024,2514,Fuse,2,2.62,5.24
PO00782,3/19/2024,2514,Belt,1,39.83,39.83
PO00783,3/11/2024,2514,Brake Pads,4,143.78,575.12
PO00784,3/11/2024,2514,Transmission Fluid,4,40.66,162.64
PO00785,3/3/2024,2514,Fuel Filter,2,23.48,46.96
PO00786,3/3/2024,2514,Air Hose,4,34.57,138.28
PO00787,3/3/2024,2514,Suspension Kit,4,233.92,935.68
PO00788,3/3/2024,2514,Oil Filter,2,8.78,17.56
PO00789,3/3/2024,2514,Air Filter,2,10.25,20.5
PO00790,3/19/2024,2515,Coolant,2,31.39,62.78
PO00791,3/19/2024,2515,Air Hose,3,39.16,117.48
PO00792,3/19/2024,2515,EGR Valve,4,225.72,902.88
PO00793,3/17/2024,2515,EGR Valve,1,176.84,176.84
PO00794,3/17/2024,2515,Tire,2,565.93,1131.86
PO00795,3/17/2024,2515,Brake Pads,2,97.1,194.2
PO00796,3/19/2024,2515,Turbocharger,4,1237.65,4950.6
PO00797,3/19/2024,2515,Brake Pads,3,95.94,287.82
PO00798,3/23/2024,2515,Suspension Kit,4,392.4,1569.6
PO00799,3/23/2024,2515,Air Filter,2,16.59,33.18
PO00800,3/23/2024,2515,Transmission Fluid,2,57.96,115.92
PO00801,3/15/2024,2515,EGR Valve,2,241.99,483.98
PO00802,3/15/2024,2515,Fuse,3,5.16,15.48
PO00803,3/15/2024,2515,Engine Oil,1,52.53,52.53
PO00804,3/21/2024,2515,Turbocharger,1,1442.22,1442.22
PO00805,3/4/2024,2515,EGR Valve,3,285.44,856.32
PO00806,3/4/2024,2515,Oil Filter,2,12.38,24.76
PO00807,3/4/2024,2515,Transmission Fluid,3,46.28,138.84
PO00808,3/13/2024,2515,Tire,1,349.48,349.48
PO00809,3/13/2024,2515,Fuel Filter,2,20.1,40.2
PO00810,3/13/2024,2515,Coolant,2,44.88,89.76
PO00811,3/3/2024,2516,Fuel Filter,1,29.65,29.65
PO00812,3/3/2024,2516,Belt,3,33.1,99.3
PO00813,3/3/2024,2516,Air Hose,4,30.2,120.8
PO00814,3/16/2024,2516,Tire,1,480.53,480.53
PO00815,3/16/2024,2516,Engine Oil,1,39.39,39.39
PO00816,3/16/2024,2516,Air Filter,2,17.85,35.7
PO00817,3/10/2024,2516,Suspension Kit,4,250.96,1003.84
PO00818,3/10/2024,2516,Engine Oil,1,70.74,70.74
PO00819,3/24/2024,2516,Fuse,1,3.83,3.83
PO00820,3/24/2024,2516,Air Filter,2,17.34,34.68
PO00821,3/24/2024,2516,Turbocharger,3,1467.64,4402.92
PO00822,3/18/2024,2516,Brake Pads,1,109.62,109.62
PO00823,3/18/2024,2516,EGR Valve,2,292.07,584.14
PO00824,3/1/2024,2516,Headlight,4,41.24,164.96
PO00825,3/8/2024,2516,Headlight,3,57.43,172.29
PO00826,3/8/2024,2516,Oil Filter,4,11.21,44.84
PO00827,3/8/2024,2516,Tire,2,599.74,1199.48
PO00828,3/2/2024,2516,Turbocharger,4,988.21,3952.84
PO00829,3/2/2024,2516,Fuel Filter,3,20.35,61.05
PO00830,3/2/2024,2516,Coolant,3,37.32,111.96
PO00831,3/28/2024,2516,Fuel Filter,2,15.78,31.56
PO00832,3/28/2024,2516,Coolant,1,45.55,45.55
PO00833,3/28/2024,2516,Engine Oil,4,53.77,215.08
PO00834,3/28/2024,2517,Engine Oil,3,46.42,139.26
PO00835,3/28/2024,2517,Transmission Fluid,4,47.71,190.84
PO00836,3/28/2024,2517,Belt,2,48.67,97.34
PO00837,3/2/2024,2517,Fuel Filter,1,26.06,26.06
PO00838,3/2/2024,2517,Suspension Kit,2,209.55,419.1
PO00839,3/27/2024,2517,Brake Pads,3,129.33,387.99
PO00840,3/27/2024,2517,Air Filter,2,17.75,35.5
PO00841,3/21/2024,2517,EGR Valve,1,271.22,271.22
PO00842,3/21/2024,2517,Engine Oil,3,48.64,145.92
PO00843,3/21/2024,2517,Brake Pads,3,97.34,292.02
PO00844,3/17/2024,2517,Suspension Kit,1,243.09,243.09
PO00845,3/17/2024,2517,Tire,4,536.33,2145.32
PO00846,3/17/2024,2517,Transmission Fluid,2,51.59,103.18
PO00847,3/22/2024,2517,Oil Filter,4,9.17,36.68
PO00848,3/22/2024,2517,Fuse,4,5.2,20.8
PO00849,3/20/2024,2517,Tire,4,322.57,1290.28
PO00850,3/20/2024,2517,Engine Oil,4,65.29,261.16
PO00851,3/20/2024,2517,Air Hose,4,29.99,119.96
PO00852,3/27/2024,2517,Tire,1,590.18,590.18
PO00853,3/27/2024,2517,Belt,4,30.27,121.08
PO00854,3/27/2024,2517,Air Hose,3,33.08,99.24
PO00855,3/18/2024,2517,Engine Oil,1,40.32,40.32
PO00856,3/18/2024,2517,Turbocharger,1,1352.1,1352.1
PO00857,3/25/2024,2517,Brake Pads,3,137.12,411.36
PO00858,3/25/2024,2517,Oil Filter,1,6.31,6.31
PO00859,3/6/2024,2517,Oil Filter,3,12.69,38.07
PO00860,3/6/2024,2517,Fuse,2,7.3,14.6
PO00861,3/6/2024,2517,Headlight,2,66.51,133.02
PO00862,3/25/2024,2518,Transmission Fluid,3,37.19,111.57
PO00863,3/9/2024,2518,Engine Oil,1,63.34,63.34
PO00864,3/9/2024,2518,EGR Valve,3,190.29,570.87
PO00865,3/13/2024,2518,Air Hose,4,29.34,117.36
PO00866,3/13/2024,2518,Headlight,1,66.97,66.97
PO00867,3/13/2024,2518,Coolant,1,28.51,28.51
PO00868,3/17/2024,2518,Air Hose,1,30.48,30.48
PO00869,3/17/2024,2518,Air Filter,1,22.94,22.94
PO00870,3/17/2024,2518,Transmission Fluid,1,37.86,37.86
PO00871,3/5/2024,2518,Engine Oil,4,31.59,126.36
PO00872,3/5/2024,2518,Tire,4,582.51,2330.04
PO00873,3/5/2024,2518,Transmission Fluid,3,43.03,129.09
PO00874,3/9/2024,2518,Engine Oil,2,76.24,152.48
PO00875,3/9/2024,2518,Belt,3,49.37,148.11
PO00876,3/5/2024,2518,Suspension Kit,2,251.8,503.6
PO00877,3/5/2024,2518,Coolant,1,38.74,38.74
PO00878,3/5/2024,2518,EGR Valve,1,259.39,259.39
PO00879,3/16/2024,2518,Belt,3,43.54,130.62
PO00880,3/16/2024,2518,Transmission Fluid,4,47.53,190.12
PO00881,3/13/2024,2519,Tire,3,434.57,1303.71
PO00882,3/13/2024,2519,EGR Valve,2,274.09,548.18
PO00883,3/13/2024,2519,Air Hose,4,32.52,130.08
PO00884,3/9/2024,2519,Fuel Filter,3,28.07,84.21
PO00885,3/9/2024,2519,Fuse,3,4.55,13.65
