WorkOrderID,Date,TruckID,DriverID,IssueType,RepairReason,LaborHours,Mechanic,IsWarranty,VendorUsed,LaborCost,PartsCost,TotalCost
WO00479,3/11/2024,2505,5,Preventative,Oil Change,2.67,Tech_2,FALSE,FALSE,85.44,83.75,169.19
WO00480,3/6/2024,2505,5,Reactive,Engine Overheating,1.06,Tech_2,FALSE,FALSE,33.92,538.07,571.99
WO00481,3/25/2024,2505,5,Reactive,Air Hose Leak,2.15,Lead_2,FALSE,FALSE,86,527.76,613.76
WO00482,3/22/2024,2505,5,Preventative,Brake Pad Replacement,0.95,Assistant,FALSE,FALSE,20.9,297.66,318.56
WO00483,3/3/2024,2505,5,Preventative,Oil Change,1.31,Assistant,FALSE,FALSE,28.82,221.72,250.54
WO00484,3/20/2024,2505,5,Reactive,Check Engine Light,3.52,Tech_1,FALSE,FALSE,112.64,34,146.64
WO00485,3/8/2024,2505,5,Reactive,Blown Tire - Curb Damage,3.98,Tech_2,FALSE,FALSE,127.36,206.26,333.62
WO00486,3/9/2024,2505,5,Reactive,Check Engine Light,2.73,Assistant,FALSE,FALSE,60.06,450.96,511.02
WO00487,3/24/2024,2505,5,Reactive,Tire Repair,2.65,Lead_1,FALSE,FALSE,106,408.29,514.29
WO00488,3/6/2024,2505,5,Preventative,Tire Replacement,2.09,Tech_1,FALSE,FALSE,66.88,92.86,159.74
WO00489,3/19/2024,2506,6,Preventative,Brake Pad Replacement,0.88,Tech_1,FALSE,FALSE,28.16,298.2,326.36
WO00490,3/9/2024,2506,6,Reactive,Check Engine Light,3.69,Lead_2,FALSE,FALSE,147.6,328.86,476.46
WO00491,3/16/2024,2506,6,Reactive,Blown Tire - Curb Damage,2.29,Tech_2,FALSE,FALSE,73.28,455.1,528.38
WO00492,3/2/2024,2506,6,Preventative,Tire Replacement,4.12,Assistant,FALSE,FALSE,90.64,235.99,326.63
WO00493,3/8/2024,2506,6,Reactive,Coolant Leak,0.63,Assistant,FALSE,FALSE,13.86,303.68,317.54
WO00494,3/28/2024,2506,6,Reactive,Engine Overheating,3.69,Tech_1,FALSE,FALSE,118.08,774.85,892.93
WO00495,3/19/2024,2506,6,Reactive,Blown Tire - Curb Damage,2.52,Tech_2,FALSE,FALSE,80.64,774.36,855
WO00496,3/13/2024,2506,6,Reactive,Turbo Failure,3.04,Tech_2,FALSE,FALSE,97.28,149.44,246.72
WO00497,3/6/2024,2506,6,Reactive,Turbo Failure,1.02,Tech_2,FALSE,FALSE,32.64,555.75,588.39
WO00498,3/3/2024,2506,6,Reactive,Coolant Leak,4.06,Lead_2,FALSE,FALSE,162.4,81.94,244.34
WO00499,3/3/2024,2507,7,Preventative,Brake Pad Replacement,3.78,Assistant,FALSE,FALSE,83.16,441.82,524.98
WO00500,3/19/2024,2507,7,Reactive,Suspension Issue,4.11,Tech_2,FALSE,FALSE,131.52,528.3,659.82
WO00501,3/9/2024,2507,7,Preventative,Tire Replacement,3.81,Lead_2,FALSE,FALSE,152.4,281.46,433.86
WO00502,3/26/2024,2507,7,Preventative,Brake Pad Replacement,0.85,Vendor,FALSE,TRUE,0,580.88,580.88
WO00503,3/3/2024,2507,7,Preventative,Air Filter Replacement,2.3,Tech_1,FALSE,FALSE,73.6,604.08,677.68
WO00504,3/25/2024,2507,7,Reactive,Tire Repair,3.45,Assistant,FALSE,FALSE,75.9,648.83,724.73
WO00505,3/15/2024,2507,7,Preventative,Brake Pad Replacement,3.46,Vendor,FALSE,TRUE,0,102.95,102.95
WO00506,3/3/2024,2507,7,Reactive,Air Hose Leak,1.2,Vendor,FALSE,TRUE,0,687.48,687.48
WO00507,3/28/2024,2507,7,Reactive,EGR Valve Replacement,0.81,Vendor,FALSE,TRUE,0,285.5,285.5
WO00508,3/26/2024,2507,7,Reactive,Coolant Leak,1.35,Lead_2,FALSE,FALSE,54,45.89,99.89
WO00509,3/21/2024,2508,8,Reactive,Electrical Fault,3.98,Tech_1,FALSE,FALSE,127.36,617.53,744.89
WO00510,3/3/2024,2508,8,Preventative,Oil Change,3.1,Lead_2,FALSE,FALSE,124,701.9,825.9
WO00511,3/27/2024,2508,8,Reactive,Check Engine Light,2.29,Vendor,FALSE,TRUE,0,379.08,379.08
WO00512,3/4/2024,2508,8,Preventative,Tire Replacement,2.15,Vendor,FALSE,TRUE,0,645.84,645.84
WO00513,3/27/2024,2508,8,Reactive,Tire Repair,3.46,Vendor,FALSE,TRUE,0,736.1,736.1
WO00514,3/23/2024,2508,8,Preventative,Air Filter Replacement,4.39,Lead_1,FALSE,FALSE,175.6,664.31,839.91
WO00515,3/19/2024,2508,8,Reactive,Transmission Trouble,4.35,Vendor,FALSE,TRUE,0,586.8,586.8
WO00516,3/27/2024,2508,8,Reactive,Electrical Fault,3.04,Tech_2,FALSE,FALSE,97.28,370.88,468.16
WO00517,3/24/2024,2508,8,Reactive,Fuel System Issue,0.89,Assistant,FALSE,FALSE,19.58,208.68,228.26
WO00518,3/1/2024,2508,8,Reactive,Tire Repair,2.89,Lead_1,FALSE,FALSE,115.6,251.85,367.45
WO00519,3/14/2024,2509,9,Reactive,Suspension Issue,4.11,Vendor,FALSE,TRUE,0,684.77,684.77
WO00520,3/9/2024,2509,9,Preventative,Tire Replacement,4.46,Tech_2,FALSE,FALSE,142.72,508.42,651.14
WO00521,3/16/2024,2509,9,Preventative,Brake Pad Replacement,0.64,Assistant,FALSE,FALSE,14.08,474.59,488.67
WO00522,3/14/2024,2509,9,Reactive,Engine Overheating,0.75,Lead_2,FALSE,FALSE,30,668.47,698.47
WO00523,3/3/2024,2509,9,Reactive,Coolant Leak,2.6,Tech_2,FALSE,FALSE,83.2,45.46,128.66
WO00524,3/3/2024,2509,9,Reactive,Engine Overheating,2.79,Tech_2,FALSE,FALSE,89.28,423.61,512.89
WO00525,3/15/2024,2509,9,Preventative,Oil Change,2.36,Tech_2,FALSE,FALSE,75.52,127.27,202.79
WO00526,3/19/2024,2509,9,Reactive,Blown Tire - Curb Damage,2.93,Lead_2,FALSE,FALSE,117.2,512.42,629.62
WO00527,3/25/2024,2510,10,Reactive,Fuel System Issue,2.55,Lead_2,FALSE,FALSE,102,101.3,203.3
WO00528,3/22/2024,2510,10,Reactive,Transmission Trouble,1.55,Lead_1,FALSE,FALSE,62,231.82,293.82
WO00529,3/27/2024,2510,10,Reactive,Suspension Issue,3.04,Lead_1,FALSE,FALSE,121.6,75.33,196.93
WO00530,3/25/2024,2510,10,Preventative,Oil Change,2.92,Vendor,FALSE,TRUE,0,727.76,727.76
WO00531,3/19/2024,2510,10,Preventative,Brake Pad Replacement,1.83,Lead_2,FALSE,FALSE,73.2,395.99,469.19
WO00532,3/8/2024,2510,10,Reactive,Tire Repair,2.4,Lead_2,FALSE,FALSE,96,480.88,576.88
WO00533,3/6/2024,2510,10,Reactive,Engine Overheating,3.83,Vendor,FALSE,TRUE,0,678.26,678.26
WO00534,3/1/2024,2510,10,Preventative,Tire Replacement,2.79,Tech_2,FALSE,FALSE,89.28,419.88,509.16
WO00535,3/11/2024,2510,10,Preventative,Oil Change,3.77,Lead_1,FALSE,FALSE,150.8,241.96,392.76
WO00536,3/24/2024,2511,11,Reactive,Check Engine Light,2.8,Assistant,FALSE,FALSE,61.6,43.14,104.74
WO00537,3/11/2024,2511,11,Preventative,Oil Change,4.22,Lead_2,FALSE,FALSE,168.8,148.86,317.66
WO00538,3/8/2024,2511,11,Reactive,Tire Repair,4.13,Lead_1,FALSE,FALSE,165.2,576.95,742.15
WO00539,3/12/2024,2511,11,Reactive,Air Hose Leak,3.37,Tech_2,FALSE,FALSE,107.84,764.15,871.99
WO00540,3/5/2024,2511,11,Preventative,Oil Change,0.7,Lead_2,FALSE,FALSE,28,220.93,248.93
WO00541,3/23/2024,2511,11,Preventative,Oil Change,1.53,Tech_2,FALSE,FALSE,48.96,538.93,587.89
WO00542,3/4/2024,2512,12,Preventative,Tire Replacement,2.18,Vendor,FALSE,TRUE,0,605.92,605.92
WO00543,3/1/2024,2512,12,Preventative,Tire Replacement,3.5,Assistant,FALSE,FALSE,77,341.89,418.89
WO00544,3/9/2024,2512,12,Reactive,Electrical Fault,2.89,Assistant,FALSE,FALSE,63.58,411.68,475.26
WO00545,3/19/2024,2512,12,Reactive,Roadside Repair,3.99,Tech_1,FALSE,FALSE,127.68,584.7,712.38
WO00546,3/27/2024,2512,12,Reactive,Suspension Issue,3.82,Tech_2,FALSE,FALSE,122.24,793.19,915.43
WO00547,3/2/2024,2512,12,Preventative,Oil Change,1.68,Assistant,FALSE,FALSE,36.96,399.08,436.04
WO00548,3/15/2024,2513,13,Preventative,Oil Change,2.73,Vendor,FALSE,TRUE,0,287.67,287.67
WO00549,3/23/2024,2513,13,Reactive,Transmission Trouble,2.05,Vendor,FALSE,TRUE,0,684.44,684.44
WO00550,3/4/2024,2513,13,Reactive,Air Hose Leak,1.73,Assistant,FALSE,FALSE,38.06,635.41,673.47
WO00551,3/28/2024,2513,13,Preventative,Brake Pad Replacement,2.3,Tech_2,FALSE,FALSE,73.6,471.83,545.43
WO00552,3/9/2024,2513,13,Reactive,Tire Repair,2.83,Lead_2,FALSE,FALSE,113.2,309.51,422.71
WO00553,3/25/2024,2513,13,Preventative,Oil Change,2.6,Tech_2,FALSE,FALSE,83.2,419.11,502.31
WO00554,3/28/2024,2513,13,Reactive,Tire Repair,4.06,Vendor,FALSE,TRUE,0,289.78,289.78
WO00555,3/20/2024,2513,13,Preventative,Tire Replacement,2.02,Tech_1,FALSE,FALSE,64.64,25.23,89.87
WO00556,3/15/2024,2513,13,Preventative,Oil Change,1.74,Lead_2,FALSE,FALSE,69.6,548.15,617.75
WO00557,3/5/2024,2513,13,Reactive,Check Engine Light,2.82,Tech_1,FALSE,FALSE,90.24,456.56,546.8
WO00558,3/4/2024,2514,14,Preventative,Air Filter Replacement,1.41,Assistant,FALSE,FALSE,31.02,782.41,813.43
WO00559,3/3/2024,2514,14,Reactive,Turbo Failure,0.66,Tech_2,FALSE,FALSE,21.12,44.15,65.27
WO00560,3/27/2024,2514,14,Preventative,Air Filter Replacement,3.52,Vendor,FALSE,TRUE,0,377.65,377.65
WO00561,3/10/2024,2514,14,Reactive,Blown Tire - Curb Damage,4.32,Vendor,FALSE,TRUE,0,264.89,264.89
WO00562,3/23/2024,2514,14,Reactive,Tire Repair,2.68,Tech_2,FALSE,FALSE,85.76,88.8,174.56
WO00563,3/27/2024,2514,14,Reactive,Turbo Failure,2.04,Lead_1,FALSE,FALSE,81.6,285.5,367.1
WO00564,3/4/2024,2514,14,Reactive,Turbo Failure,2.63,Tech_1,FALSE,FALSE,84.16,151.3,235.46
WO00565,3/21/2024,2514,14,Reactive,Engine Overheating,1.71,Lead_2,FALSE,FALSE,68.4,222.28,290.68
WO00566,3/19/2024,2514,14,Preventative,Air Filter Replacement,3.21,Tech_1,FALSE,FALSE,102.72,203.33,306.05
WO00567,3/11/2024,2514,14,Reactive,Check Engine Light,2.82,Tech_1,FALSE,FALSE,90.24,128.57,218.81
WO00568,3/3/2024,2514,14,Preventative,Air Filter Replacement,1.33,Tech_1,FALSE,FALSE,42.56,630.26,672.82
WO00569,3/3/2024,2514,14,Reactive,Blown Tire - Curb Damage,2.78,Assistant,FALSE,FALSE,61.16,504.12,565.28
WO00570,3/7/2024,2515,15,Preventative,Tire Replacement,2.4,Vendor,FALSE,TRUE,0,443.56,443.56
WO00571,3/19/2024,2515,15,Preventative,Air Filter Replacement,2.9,Lead_2,FALSE,FALSE,116,295.7,411.7
WO00572,3/15/2024,2515,15,Reactive,Blown Tire - Curb Damage,3.66,Vendor,FALSE,TRUE,0,117.36,117.36
WO00573,3/17/2024,2515,15,Reactive,Air Hose Leak,0.64,Lead_2,FALSE,FALSE,25.6,776.29,801.89
WO00574,3/19/2024,2515,15,Reactive,Tire Repair,2.43,Tech_2,FALSE,FALSE,77.76,693.57,771.33
WO00575,3/23/2024,2515,15,Preventative,Tire Replacement,1.31,Lead_2,FALSE,FALSE,52.4,614.2,666.6
WO00576,3/15/2024,2515,15,Reactive,Broken Headlight,1.95,Lead_2,FALSE,FALSE,78,586.06,664.06
WO00577,3/21/2024,2515,15,Reactive,Turbo Failure,3.81,Lead_1,FALSE,FALSE,152.4,616.33,768.73
WO00578,3/4/2024,2515,15,Reactive,Transmission Trouble,4.48,Tech_2,FALSE,FALSE,143.36,66.39,209.75
WO00579,3/13/2024,2515,15,Reactive,Tire Repair,4.07,Tech_2,FALSE,FALSE,130.24,68.72,198.96
WO00580,3/3/2024,2516,16,Reactive,Tire Repair,3.01,Tech_1,FALSE,FALSE,96.32,742.58,838.9
WO00581,3/16/2024,2516,16,Reactive,Suspension Issue,0.62,Assistant,FALSE,FALSE,13.64,700.2,713.84
WO00582,3/10/2024,2516,16,Preventative,Air Filter Replacement,1.93,Tech_2,FALSE,FALSE,61.76,647.46,709.22
WO00583,3/24/2024,2516,16,Reactive,Fuel System Issue,3.67,Tech_2,FALSE,FALSE,117.44,792.63,910.07
WO00584,3/18/2024,2516,16,Reactive,Air Hose Leak,1.68,Lead_1,FALSE,FALSE,67.2,31.17,98.37
WO00585,3/1/2024,2516,16,Preventative,Tire Replacement,0.78,Lead_2,FALSE,FALSE,31.2,24.42,55.62
WO00586,3/8/2024,2516,16,Reactive,Suspension Issue,3.56,Tech_2,FALSE,FALSE,113.92,679.82,793.74
WO00587,3/2/2024,2516,16,Preventative,Air Filter Replacement,3.39,Tech_2,FALSE,FALSE,108.48,238.66,347.14
WO00588,3/4/2024,2516,16,Preventative,Tire Replacement,1.9,Vendor,FALSE,TRUE,0,106.58,106.58
WO00589,3/28/2024,2516,16,Reactive,Check Engine Light,0.52,Lead_1,FALSE,FALSE,20.8,98.73,119.53
WO00590,3/6/2024,2516,16,Preventative,Brake Pad Replacement,2.5,Vendor,FALSE,TRUE,0,639.72,639.72
WO00591,3/28/2024,2517,17,Preventative,Air Filter Replacement,3.17,Tech_2,FALSE,FALSE,101.44,184.67,286.11
WO00592,3/2/2024,2517,17,Preventative,Brake Pad Replacement,4.22,Tech_2,FALSE,FALSE,135.04,335.98,471.02
WO00593,3/27/2024,2517,17,Preventative,Oil Change,3.87,Lead_1,FALSE,FALSE,154.8,448.2,603
WO00594,3/21/2024,2517,17,Preventative,Oil Change,2.16,Tech_1,FALSE,FALSE,69.12,612.5,681.62
WO00595,3/17/2024,2517,17,Reactive,Fuel System Issue,2.32,Tech_1,FALSE,FALSE,74.24,660.72,734.96
WO00596,3/22/2024,2517,17,Preventative,Oil Change,1.47,Tech_2,FALSE,FALSE,47.04,576.88,623.92
WO00597,3/20/2024,2517,17,Preventative,Tire Replacement,2.75,Tech_2,FALSE,FALSE,88,113.56,201.56
WO00598,3/27/2024,2517,17,Reactive,Suspension Issue,2.49,Assistant,FALSE,FALSE,54.78,241.73,296.51
WO00599,3/18/2024,2517,17,Reactive,Engine Overheating,1.59,Assistant,FALSE,FALSE,34.98,333.91,368.89
WO00600,3/25/2024,2517,17,Preventative,Oil Change,0.69,Assistant,FALSE,FALSE,15.18,235.41,250.59
WO00601,3/6/2024,2517,17,Reactive,Blown Tire - Curb Damage,2.37,Lead_2,FALSE,FALSE,94.8,285.49,380.29
WO00602,3/25/2024,2518,18,Preventative,Oil Change,3.81,Tech_2,FALSE,FALSE,121.92,121.35,243.27
WO00603,3/9/2024,2518,18,Reactive,Engine Overheating,3.66,Lead_2,FALSE,FALSE,146.4,715.66,862.06
WO00604,3/13/2024,2518,18,Reactive,Tire Repair,4.25,Tech_1,FALSE,FALSE,136,546.61,682.61
WO00605,3/17/2024,2518,18,Reactive,Air Hose Leak,2.05,Tech_2,FALSE,FALSE,65.6,513.52,579.12
WO00606,3/24/2024,2518,18,Reactive,Air Hose Leak,1.52,Vendor,FALSE,TRUE,0,702.9,702.9
WO00607,3/5/2024,2518,18,Reactive,Turbo Failure,4.3,Lead_1,FALSE,FALSE,172,567.98,739.98
WO00608,3/9/2024,2518,18,Preventative,Air Filter Replacement,3.08,Tech_2,FALSE,FALSE,98.56,57.59,156.15
WO00609,3/5/2024,2518,18,Reactive,Coolant Leak,3.96,Tech_1,FALSE,FALSE,126.72,391.25,517.97
WO00610,3/16/2024,2518,18,Preventative,Brake Pad Replacement,1.98,Tech_2,FALSE,FALSE,63.36,60.84,124.2
WO00611,3/13/2024,2519,19,Preventative,Tire Replacement,3.9,Lead_2,FALSE,FALSE,156,185.36,341.36
WO00612,3/9/2024,2519,19,Reactive,Blown Tire - Curb Damage,3.09,Tech_2,FALSE,FALSE,98.88,641.07,739.95
WO00613,3/23/2024,2519,19,Reactive,Broken Headlight,1.05,Lead_2,FALSE,FALSE,42,528.28,570.28
WO00614,3/18/2024,2519,19,Reactive,Fuel System Issue,0.71,Assistant,FALSE,FALSE,15.62,552.11,567.73
WO00615,3/22/2024,2519,19,Preventative,Brake Pad Replacement,1.65,Assistant,FALSE,FALSE,36.3,306.87,343.17
WO00616,3/25/2024,2519,19,Reactive,Engine Overheating,2.68,Lead_1,FALSE,FALSE,107.2,97.9,205.1
WO00617,3/14/2024,2520,20,Preventative,Brake Pad Replacement,3.85,Tech_2,FALSE,FALSE,123.2,573.32,696.52
WO00618,3/14/2024,2520,20,Preventative,Tire Replacement,2.12,Assistant,FALSE,FALSE,46.64,434.13,480.77
WO00619,3/22/2024,2520,20,Preventative,Brake Pad Replacement,4.01,Assistant,FALSE,FALSE,88.22,52.49,140.71
WO00620,3/26/2024,2520,20,Reactive,Air Hose Leak,3.6,Lead_1,FALSE,FALSE,144,622.88,766.88
WO00621,3/8/2024,2520,20,Preventative,Air Filter Replacement,2.8,Lead_1,FALSE,FALSE,112,79.58,191.58
WO00622,3/15/2024,2520,20,Reactive,Transmission Trouble,1.56,Vendor,FALSE,TRUE,0,33.69,33.69
WO00623,3/21/2024,2520,20,Preventative,Tire Replacement,1.39,Lead_2,FALSE,FALSE,55.6,520.65,576.25
WO00624,3/16/2024,2521,21,Reactive,Check Engine Light,3.15,Tech_2,TRUE,FALSE,0,0,0
WO00625,3/13/2024,2521,21,Reactive,Turbo Failure,3.89,Lead_2,TRUE,FALSE,0,0,0
WO00626,3/9/2024,2521,21,Reactive,Check Engine Light,3.82,Lead_1,TRUE,FALSE,0,0,0
WO00627,3/23/2024,2521,21,Reactive,Transmission Trouble,2.33,Tech_1,TRUE,FALSE,0,0,0
WO00628,3/22/2024,2521,21,Preventative,Air Filter Replacement,4.1,Tech_2,TRUE,FALSE,0,0,0
WO00629,3/9/2024,2521,21,Reactive,Roadside Repair,2.91,Tech_1,TRUE,FALSE,0,0,0
WO00630,3/13/2024,2521,21,Reactive,Suspension Issue,2.4,Lead_2,TRUE,FALSE,0,0,0
WO00631,3/26/2024,2521,21,Reactive,Broken Headlight,4.46,Tech_2,TRUE,FALSE,0,0,0
WO00632,3/23/2024,2521,21,Reactive,Transmission Trouble,4.47,Tech_1,TRUE,FALSE,0,0,0
WO00633,3/11/2024,2522,22,Reactive,Turbo Failure,0.8,Tech_1,TRUE,FALSE,0,0,0
WO00634,3/9/2024,2522,22,Preventative,Brake Pad Replacement,3.4,Tech_2,TRUE,FALSE,0,0,0
WO00635,3/7/2024,2522,22,Preventative,Air Filter Replacement,2.99,Tech_1,TRUE,FALSE,0,0,0
WO00636,3/10/2024,2522,22,Preventative,Tire Replacement,1.6,Tech_2,TRUE,FALSE,0,0,0
WO00637,3/13/2024,2522,22,Reactive,Transmission Trouble,3.04,Tech_1,TRUE,FALSE,0,0,0
WO00638,3/15/2024,2522,22,Preventative,Air Filter Replacement,3.07,Lead_1,TRUE,FALSE,0,0,0
WO00639,3/1/2024,2522,22,Preventative,Tire Replacement,4.17,Tech_2,TRUE,FALSE,0,0,0
WO00640,3/28/2024,2523,23,Reactive,Check Engine Light,0.74,Lead_1,TRUE,FALSE,0,0,0
WO00641,3/14/2024,2523,23,Preventative,Oil Change,1.09,Assistant,TRUE,FALSE,0,0,0
WO00642,3/5/2024,2523,23,Reactive,Coolant Leak,1.42,Lead_1,TRUE,FALSE,0,0,0
WO00643,3/24/2024,2523,23,Preventative,Air Filter Replacement,4.33,Tech_1,TRUE,FALSE,0,0,0
WO00644,3/27/2024,2523,23,Reactive,Suspension Issue,1.92,Lead_2,TRUE,FALSE,0,0,0
WO00645,3/26/2024,2523,23,Reactive,Air Hose Leak,0.8,Lead_1,TRUE,FALSE,0,0,0
WO00646,3/6/2024,2523,23,Reactive,Roadside Repair,3.54,Lead_1,TRUE,FALSE,0,0,0
WO00647,3/14/2024,2523,23,Reactive,Check Engine Light,2.23,Lead_1,TRUE,FALSE,0,0,0
WO00648,3/3/2024,2523,23,Preventative,Air Filter Replacement,2.28,Lead_2,TRUE,FALSE,0,0,0
WO00649,3/12/2024,2523,23,Reactive,Blown Tire - Curb Damage,3.2,Lead_2,TRUE,FALSE,0,0,0
WO00650,3/17/2024,2523,23,Reactive,Turbo Failure,3.67,Lead_1,TRUE,FALSE,0,0,0
WO00651,3/28/2024,2524,24,Reactive,Electrical Fault,0.94,Assistant,TRUE,FALSE,0,0,0
WO00652,3/4/2024,2524,24,Reactive,Roadside Repair,4.48,Lead_2,TRUE,FALSE,0,0,0
WO00653,3/27/2024,2524,24,Reactive,Turbo Failure,2.78,Lead_2,TRUE,FALSE,0,0,0
WO00654,3/11/2024,2524,24,Reactive,Tire Repair,4.18,Lead_2,TRUE,FALSE,0,0,0
WO00655,3/23/2024,2524,24,Preventative,Oil Change,2.99,Tech_2,TRUE,FALSE,0,0,0
WO00656,3/26/2024,2524,24,Preventative,Oil Change,3.82,Lead_1,TRUE,FALSE,0,0,0
WO00657,3/27/2024,2524,24,Preventative,Tire Replacement,3.29,Assistant,TRUE,FALSE,0,0,0
WO00658,3/11/2024,2524,24,Reactive,Coolant Leak,4.41,Lead_2,TRUE,FALSE,0,0,0
WO00659,3/8/2024,2525,25,Preventative,Air Filter Replacement,2.41,Tech_2,TRUE,FALSE,0,0,0
WO00660,3/4/2024,2525,25,Preventative,Brake Pad Replacement,3.06,Tech_1,TRUE,FALSE,0,0,0
WO00661,3/7/2024,2525,25,Reactive,Transmission Trouble,4.34,Tech_1,TRUE,FALSE,0,0,0
WO00662,3/18/2024,2525,25,Reactive,Suspension Issue,2.5,Lead_2,TRUE,FALSE,0,0,0
WO00663,3/9/2024,2525,25,Reactive,Engine Overheating,3.64,Assistant,TRUE,FALSE,0,0,0
WO00664,3/28/2024,2525,25,Reactive,Roadside Repair,1.41,Assistant,TRUE,FALSE,0,0,0
WO00665,3/11/2024,2525,25,Preventative,Oil Change,3.73,Lead_1,TRUE,FALSE,0,0,0
WO00666,3/8/2024,2525,25,Reactive,Engine Overheating,3.42,Lead_2,TRUE,FALSE,0,0,0
WO00667,3/27/2024,2525,25,Preventative,Brake Pad Replacement,1.48,Tech_1,TRUE,FALSE,0,0,0
WO00668,3/3/2024,2525,25,Reactive,Blown Tire - Curb Damage,0.5,Lead_1,TRUE,FALSE,0,0,0
WO00669,3/4/2024,2525,25,Preventative,Brake Pad Replacement,2.09,Assistant,TRUE,FALSE,0,0,0
WO00670,3/27/2024,2525,25,Reactive,Roadside Repair,2.48,Lead_1,TRUE,FALSE,0,0,0
WO00671,4/7/2024,2501,1,Preventative,Tire Replacement,3.52,Tech_1,FALSE,FALSE,112.64,736.37,849.01
WO00672,4/17/2024,2501,1,Reactive,Tire Repair,2.99,Assistant,FALSE,FALSE,65.78,794.1,859.88
WO00673,4/20/2024,2501,1,Reactive,Check Engine Light,3.89,Tech_2,FALSE,FALSE,124.48,723.74,848.22
WO00674,4/26/2024,2501,1,Reactive,Roadside Repair,2.52,Vendor,FALSE,TRUE,0,192.27,192.27
WO00675,4/9/2024,2501,1,Preventative,Brake Pad Replacement,1.09,Lead_2,FALSE,FALSE,43.6,550.05,593.65
WO00676,4/9/2024,2501,1,Reactive,Roadside Repair,2.25,Lead_1,FALSE,FALSE,90,472.47,562.47
WO00677,4/12/2024,2502,2,Reactive,Suspension Issue,1.91,Assistant,FALSE,FALSE,42.02,717.39,759.41
WO00678,4/7/2024,2502,2,Reactive,Engine Overheating,3.55,Lead_2,FALSE,FALSE,142,662.07,804.07
WO00679,4/20/2024,2502,2,Reactive,Coolant Leak,2.86,Lead_1,FALSE,FALSE,114.4,165.19,279.59
WO00680,4/19/2024,2502,2,Reactive,Broken Headlight,3.04,Vendor,FALSE,TRUE,0,304.2,304.2
WO00681,4/26/2024,2502,2,Reactive,Roadside Repair,2.14,Assistant,FALSE,FALSE,47.08,652.49,699.57
WO00682,4/8/2024,2502,2,Preventative,Oil Change,3.6,Lead_1,FALSE,FALSE,144,295.03,439.03
WO00683,4/4/2024,2502,2,Preventative,Air Filter Replacement,2.66,Assistant,FALSE,FALSE,58.52,240.33,298.85
WO00684,4/23/2024,2502,2,Reactive,Roadside Repair,2.69,Lead_1,FALSE,FALSE,107.6,434.98,542.58
WO00685,4/25/2024,2503,3,Preventative,Oil Change,3.39,Tech_1,FALSE,FALSE,108.48,176.44,284.92
WO00686,4/7/2024,2503,3,Preventative,Tire Replacement,1.42,Assistant,FALSE,FALSE,31.24,21.15,52.39
WO00687,4/15/2024,2503,3,Preventative,Brake Pad Replacement,3.43,Tech_2,FALSE,FALSE,109.76,519.7,629.46
WO00688,4/9/2024,2503,3,Reactive,Engine Overheating,1.71,Tech_1,FALSE,FALSE,54.72,273.73,328.45
WO00689,4/25/2024,2503,3,Preventative,Brake Pad Replacement,1,Lead_1,FALSE,FALSE,40,282.83,322.83
WO00690,4/15/2024,2503,3,Reactive,Transmission Trouble,3.52,Assistant,FALSE,FALSE,77.44,326.69,404.13
WO00691,4/21/2024,2503,3,Preventative,Air Filter Replacement,2.16,Tech_1,FALSE,FALSE,69.12,607.99,677.11
WO00692,4/27/2024,2503,3,Preventative,Brake Pad Replacement,1.58,Lead_1,FALSE,FALSE,63.2,510.18,573.38
WO00693,4/22/2024,2503,3,Preventative,Brake Pad Replacement,1.69,Tech_2,FALSE,FALSE,54.08,577.25,631.33
WO00694,4/21/2024,2503,3,Reactive,Check Engine Light,3.33,Tech_2,FALSE,FALSE,106.56,154.23,260.79
WO00695,4/9/2024,2504,4,Reactive,Tire Repair,1.22,Lead_1,FALSE,FALSE,48.8,96.62,145.42
WO00696,4/6/2024,2504,4,Reactive,Roadside Repair,3.42,Tech_2,FALSE,FALSE,109.44,692.12,801.56
WO00697,4/17/2024,2504,4,Preventative,Oil Change,1.07,Vendor,FALSE,TRUE,0,186.45,186.45
WO00698,4/20/2024,2504,4,Reactive,Turbo Failure,3.3,Tech_2,FALSE,FALSE,105.6,587.1,692.7
WO00699,4/15/2024,2504,4,Reactive,Tire Repair,1.75,Lead_2,FALSE,FALSE,70,396.35,466.35
WO00700,4/4/2024,2504,4,Reactive,Transmission Trouble,2.04,Tech_2,FALSE,FALSE,65.28,39.65,104.93
WO00701,4/3/2024,2505,5,Preventative,Oil Change,4.38,Lead_2,FALSE,FALSE,175.2,361.38,536.58
WO00702,4/4/2024,2505,5,Reactive,Check Engine Light,3.32,Assistant,FALSE,FALSE,73.04,436.75,509.79
WO00703,4/8/2024,2505,5,Preventative,Oil Change,3.37,Tech_1,FALSE,FALSE,107.84,692.86,800.7
WO00704,4/13/2024,2505,5,Reactive,Turbo Failure,4.31,Assistant,FALSE,FALSE,94.82,196.85,291.67
WO00705,4/11/2024,2505,5,Reactive,Blown Tire - Curb Damage,1.74,Assistant,FALSE,FALSE,38.28,246.24,284.52
WO00706,4/24/2024,2505,5,Reactive,Transmission Trouble,0.78,Tech_2,FALSE,FALSE,24.96,264.03,288.99
WO00707,4/23/2024,2505,5,Reactive,Check Engine Light,4.12,Tech_2,FALSE,FALSE,131.84,29.48,161.32
